,session_order,APOE_rs429358,APOE_rs7412,APOE_haplotype,PICALM_rs3851179,age,sex,education,learning_deficits,BMI,allergies,drugs,ibuprofen_intake,thyroid_diseases,hypertension,diabetes,other_diseases,smoking_status,coffee_status,dementia_history_parents,BDI,SES,RPM,EHI,NEO_NEU,NEO_EXT,NEO_OPE,NEO_AGR,NEO_CON,AUDIT,MINI-COPE_1,MINI-COPE_2,MINI-COPE_3,MINI-COPE_4,MINI-COPE_5,MINI-COPE_6,MINI-COPE_7,MINI-COPE_8,MINI-COPE_9,MINI-COPE_10,MINI-COPE_11,MINI-COPE_12,MINI-COPE_13,MINI-COPE_14,CVLT_1,CVLT_2,CVLT_3,CVLT_4,CVLT_5,CVLT_6,CVLT_7,CVLT_8,CVLT_9,CVLT_10,CVLT_11,CVLT_12,CVLT_13,leukocytes,erythrocytes,hemoglobin,hematocrit,MCV,MCH,MCHC,RDW-CV,platelets,PDW,MPV,P-LCR,neutrophils,lymphocytes,monocytes,eosinophils,basophils,neutrophils_%,lymphocytes_%,monocytes_%,eosinophils_%,basophils_%,total_cholesterol,cholesterol_HDL,non-HDL_cholesterol,LDL_cholesterol,triglycerides,HSV_r
allergies,0.04311753243697937,0.07369365083244447,0.21389631597324926,,0.11105067140287223,-0.04991228114281481,-0.02486494166789208,0.049387195988537434,0.048554314888408355,-0.055638761990535274,1.0,0.009775711820942563,0.0419356778160471,0.025124458419183916,0.021464170145372177,,-0.002320941639217238,-0.08652532008633532,0.1803159226997791,-0.018268634521752602,0.05865999468267819,0.030729176973358613,-0.10081827509060183,0.041778592207599545,-0.014699073009715137,0.09843457985361119,-0.005545136185476724,0.086043658139757,0.061011453267930074,0.11461313706550022,0.1830580267188555,0.06832798982478791,0.12149707411335099,0.11915017051375161,-0.06313610338729037,0.17334989603547857,-0.04299341284634842,0.13227186181586567,-0.17546714052788548,-0.015321269563120299,0.05647778241260253,0.003739022350684272,-0.04652322828060991,0.011863060035844674,0.02863178746912261,0.10174985293473676,0.10974548521994221,0.0582507971568055,0.11085329618701302,0.05173529957861057,0.06510957268428155,0.023187863865432534,0.10121926312875382,0.10256076655305013,0.0324221788463545,-0.06452603332060693,0.0031615663877402837,0.00475513978085582,-0.07997370177695416,0.033212620140040706,-0.018285484588104462,0.09075297035023683,0.18699102219948988,0.19396229424505307,-0.181234008420933,-0.1217888234322612,0.041507908974328524,0.06220970174306475,0.07437726706733382,-0.01454030719955389,0.042145838990435315,0.05117622655065047,-0.12309145343206558,-0.13530361823220774,-0.015890854321891943,0.060235636676243966,0.009901784681291914,-0.15876260508330564,-0.1857113671728003,0.053327591968512084,0.09052962049939348,0.015328975826638494,0.05002296777185358,-0.09469786294570394,0.04080216746870539
drugs,0.27876404799377663,0.09538218151860937,-0.12374728406470309,,-0.15303075276612033,0.20451709923580974,0.062420027679921594,-0.0681770852267953,-0.04918033824323986,0.027637559412592716,0.009775711820942563,1.0,-0.022809003817349436,-0.021795117444240834,0.5327286021044837,0.10360237735649558,0.4887492999689517,0.13940360541739508,0.09812930482336199,0.08314980838715667,0.144571189079586,0.10516685354352749,0.05045473083749259,0.21234066636398743,-0.06410287175646207,-0.027652877721660352,0.007873832861992905,-0.052193586208555756,0.15333084747381784,0.017426559180014116,-0.09993755853278158,-0.008437799265842613,-0.11884786518500644,0.06287342818462922,-0.13407925640510507,-0.0010437683622419075,0.03305447481482691,-0.029184892678548156,0.21378595592252334,0.0635382961920761,-0.1651363174259387,0.07890418362189965,-0.03829919132242171,-0.09226637957562435,-0.08085987316446737,-0.11171754871842207,-0.1355949418527068,-0.03438348786639123,-0.22068913094470044,-0.18469892095427917,-0.21708836167328802,-0.2699935098056195,-0.030545915630844866,0.09385023735809718,0.22243080244023677,-0.07240388870578313,0.05548549388360141,-0.12214746017136313,-0.15754139925517027,-0.10519019309659544,-0.12084605878226623,0.1337612915868619,0.12170847861970019,-0.022452155223734994,-0.013520774590965368,0.03547403677911308,-0.1061087927746996,-0.09531021436351565,-0.08288675672387912,-0.21240843777485763,0.0857904303252639,-0.09750969004186605,-0.12572815111018384,-0.09580030831583217,-0.20917052094297203,0.23111423045289226,0.04737570053319741,-0.08138041271051255,-0.03201680287595909,-0.1913323573744702,0.08996655337967638,-0.2518715808845494,-0.25399753899168404,-0.04746797841982131,0.04120253337444528
ibuprofen_intake,-0.019154363019117406,-0.03180430052489047,-0.13654096628466716,,0.04433326739833228,-0.11821440246155235,0.04082699007847977,0.0530988008256907,-0.03398003474637829,0.03806243294436415,0.0419356778160471,-0.022809003817349436,1.0,-0.05011911295108839,0.007347563084777841,0.36516770052876096,-0.017967984647397028,-0.09762164399590481,0.1620712011662522,0.2839269899782861,-0.021923252682278127,-0.15214765070409947,0.13530074148029422,0.051420044988369704,0.019730462015587164,0.11576223750594344,-0.11154722226127751,0.09224689338725477,-0.09340367510008395,0.044377698630603445,-0.0019770208528876844,0.10061560752146038,-0.09703058877043609,-0.09202181844803116,0.06216650203045562,-0.027944568113208574,-0.06643083356576053,-0.01996529230671601,-0.13317845164230813,-0.17575950213738648,-0.0834939642513441,0.019894967199695014,0.0524936191322378,-0.01703910408871736,0.053519309003294976,0.19411206435903977,0.02420218395355492,0.08110629266925536,-0.024782697863322753,-0.004027181644053667,0.017051442143292017,0.0013702429596007045,-0.05400704746895033,0.14660924265665887,0.00815229330997341,-0.04970484018600198,-0.10390854102894764,0.08129626115479079,-0.1635537010881542,-0.2678456110827913,-0.2707498057238886,-0.12243588626643616,-0.1929804449617675,-0.1638202356827531,0.23759843371589748,0.08192436156881135,0.0063287837930405474,0.04009114272523788,0.0494338794227616,-0.009848411315188026,0.2166515212855047,-0.0498810012003047,-0.020192204740615234,0.06815749029963741,-0.14257316539494222,0.1834725368816175,-0.13295557989774454,0.005843930834438938,0.05709153974792785,-0.08768379460359728,-0.04366069175425802,-0.07651780528174021,-0.10470719489682621,0.06685725830206247,0.07618742753488449
thyroid_diseases,0.09334640633568322,-0.0877447505531234,-0.03219352202737523,,0.03963975994372457,-0.09843857496867314,0.28249700929494165,-0.22794037622744645,0.09452609029341606,-0.03818060765004901,0.025124458419183916,-0.021795117444240834,-0.05011911295108839,1.0,-0.01928559271337397,-0.03219352202737523,0.054634542135468804,-0.1916769726906495,0.04718380866951241,0.07113740322085213,-0.029676631701576032,0.039802036081238855,-0.053483154363283894,-0.06639522812685532,-0.045287079673918686,0.015425429040802841,-0.020495907986181807,-0.13090513752256697,0.043376866691466426,-0.1982364147305424,-0.10795776238065473,-0.10892923210330473,-0.09430579312376132,0.04451131202747734,-0.0767255439620582,0.1759258070605215,0.16709413983814475,0.15057809432235708,0.14533972482746976,0.10569523352877681,0.1297925351514737,-0.15700815076886748,0.024541847762543145,-0.14459052142822945,0.054582367694811534,-0.0591456126710719,0.011176562323920988,0.18941283228429068,0.0541867651647667,0.017432065525511176,-0.01313486195919789,-0.0004714363700127603,0.15818395211012923,-0.11084795574954481,-0.04148220017712288,0.029660585757270798,0.1349607166711411,-0.012087669929979188,0.025423196695755528,0.04211209807433864,0.06888680770310873,0.07861372035159192,0.03325791120049401,-0.046312785688804675,-0.0970612620145341,0.18301881007209658,-0.12887143250961353,-0.11974335892801041,-0.11764126173135492,-0.0730253969369279,0.11319609172281818,-0.0428735252956797,-0.06715703867136985,0.11445126906651377,-0.13032034996224706,0.1670201062730542,-0.05790187290458554,-0.0634106565839277,0.13254592575102794,0.057241467121768946,0.05264073809657319,0.03877144390465739,0.07644965657792736,-0.10246039483180423,0.11317959306454424
hypertension,0.14285085171770373,-0.1344585290905628,-0.06592371765401568,,-0.00800348387443829,0.09322318471538106,-0.18205124379479432,-0.05901030271330247,-0.18608511183292176,0.348335162338655,0.021464170145372177,0.5327286021044837,0.007347563084777841,-0.01928559271337397,1.0,0.19447496707934614,0.25894049104078376,0.14644106284152986,0.1237041077247982,0.08008566291939416,0.09010062799026775,0.051989519253597995,-0.12394889082861499,0.11741508307521832,-0.020206853317930498,-0.14065918231053004,0.13771199800613057,-0.19145363139262805,0.04001333275194549,0.0260402649597939,-0.04352443002016009,-0.07166576042283354,-0.17642634975883126,-0.04046245735838595,0.05842236296229977,-0.1973975965656505,-0.074981453401548,-0.20444575311449917,0.08108987887490998,0.24314889924287092,-0.137832987154601,0.002471169755423473,-0.015925708160036092,-0.04564458173917885,-0.2085543922188955,-0.19854778419848101,-0.20833234332881992,-0.05888851583859309,-0.28781845768330677,-0.3091555601664148,-0.3538636206271201,-0.3922414083205478,0.07363123134132724,0.18262480909501316,0.33386658292582405,-0.26050918535706763,0.1996368022370738,0.2659789325376964,0.18407146492035492,0.10149375769965545,0.12263022004131041,-0.16422667233409327,-0.1215484212481965,-0.022651939670644054,0.1300486825971749,0.016368020942817377,0.07995207694858483,0.083457727560474,0.10009113500122163,0.20368865348916718,0.25939062906013055,0.10184990303589987,0.0030090658296761975,-0.03943615033625496,0.01935794566037408,0.049943465643777905,-0.1879301375803073,-0.05923971824804567,-0.1799228924813008,-0.39296757359321516,-0.2949663871048067,-0.2974134880950142,-0.38173430783123946,0.1853626782961802,0.13483997249264842
diabetes,,-0.0630373291515591,-0.012820512820512811,,0.1214052265141139,0.13504683998311787,-0.1146701526922969,0.04927507849041689,0.040442673139998435,0.2481562882327878,,0.10360237735649558,0.36516770052876096,-0.03219352202737523,0.19447496707934614,1.0,0.2158713931144288,-0.0875717303877861,0.1869599948411981,0.1375059777169484,-0.06334528222911338,-0.006764173973978003,0.12428139890878315,0.010861710232768317,0.036807851434063954,-0.10887124443465167,-0.10267109032263834,-0.11881124708693643,-0.0020806394571308796,-0.08226078653065377,-0.07908083411550695,-0.06476406920921582,-0.1695680192104706,-0.20894723132754267,-0.08154866779052844,0.1556502906510454,-0.10900654345759644,-0.09628651608912667,-0.1217287205056391,-0.08332983421161133,0.04560312906900723,-0.07002746713858891,0.05249361913223776,-0.017039104088717373,0.14690651684703715,0.1614132183261894,0.11509625197244712,0.21473141585741076,0.13141363765175076,0.08923919561660026,0.10599934496685401,0.11910791552528993,-0.048917311864062056,0.19892454880984267,-0.006236480624445485,0.0673170287117101,-0.05158726487776987,0.4028593907473695,0.086358762046746,0.01275604604968354,0.059563249734350794,-0.08721002599810468,-0.15146803263236758,-0.12401936969677703,0.22330310377661255,-0.0882671808274135,0.037397991911460475,0.03977891687461847,0.045012947815502684,0.17018874669125053,0.582086283890883,0.2961816966359484,-0.005657043759791247,0.10779214425243024,-0.1689938829782302,0.2164078401138501,-0.06784596492306008,-0.08478422086847953,-0.0630788493640325,-0.2514158005067739,-0.09201052522205368,-0.2346067218222368,-0.22935166139208904,-0.06556476438585436,0.04494665749754952
other_diseases,0.12995196684862892,0.06751743749388256,-0.06016088004828343,,0.05971484023041242,0.11148902874274268,0.09316051410668046,-0.037268093168159246,-0.02385179223789622,0.2082870716116523,-0.002320941639217238,0.4887492999689517,-0.017967984647397028,0.054634542135468804,0.25894049104078376,0.2158713931144288,1.0,0.12392970145515492,0.21333836934415437,0.02798315506504543,0.06483766866011521,0.13824584486931427,-0.05887517482761211,-0.010760871430266505,0.019809404517498325,0.0862032189998329,-0.05011296238227132,-0.09216621988511428,0.04206273992554991,-0.06791947371420275,-0.028801595810447014,-0.10407559248487515,-0.04066713259249656,0.005061890163994497,-0.015912328476750365,0.15693434417713942,0.1563789551339728,0.0236496811253584,0.08028391088997276,0.17914557887166907,0.09566812398188947,-0.003419262122840127,0.013974634786196418,-0.046203915485704454,-0.009138786838251249,-0.08479157036809874,-0.14561941350477237,-0.02291843571101035,-0.0788713310331851,-0.008144255613714175,-0.046389856711524326,-0.08894834758789295,-0.05874286279521445,0.10235766989056423,0.060247667119391723,0.08262701521343017,-0.10815489998615253,-0.07581135659767023,0.05006157742387186,0.009088585460284867,0.06724246247453139,0.0454568027047526,-0.08306982028116536,-0.1882629590177498,0.15699997282430597,-0.1806957543994954,-0.0019477518983617521,0.0056730606530400966,-0.003404899816478745,-0.13694075330076605,0.08904123906153744,-0.19183110888155977,-0.05075502552625121,0.0023861228089817254,-0.11128194120264943,0.17086900620640896,-0.2009308195437654,-0.0248213954492599,0.007996828240200078,-0.014732236965775174,-0.024468474053316855,-0.004936756395864094,-0.057866857073406455,0.15113667409398646,0.21235074333820086
smoking_status,-0.0469901793164428,-0.03940476724189848,0.1701865703762635,,-0.09750678241183304,0.043543557712203584,-0.034213653888300014,-0.026250782013264144,-0.15254381035269987,0.13632887925253717,-0.08652532008633532,0.13940360541739508,-0.09762164399590481,-0.1916769726906495,0.14644106284152986,-0.0875717303877861,0.12392970145515492,1.0,-0.1237117301707083,-0.03919590859941545,0.1840442846995442,-0.06051497653275232,-0.1281237521271463,0.08942471504697519,0.12299773794902404,-0.08957060235152374,0.08674084337229004,-0.15403842628549227,0.025177638529021537,0.3002818137325781,-0.11260675984973158,-0.06876512362313757,0.009402560375468737,0.01116728123387764,0.02708306622389314,0.02451989430087961,0.008633312130904071,-0.13980722677726964,-0.025522418529527812,0.27756111031469943,-0.06137776008858512,0.0878047250605088,0.05959714653370017,0.041894175715723694,0.0859664598215469,-0.061628371822000594,0.06936329321985114,-0.02299125370296023,0.07518915000076822,0.044266508066098366,0.0886349693706656,0.054385097880946996,0.22928509467376448,0.13148390864115073,-0.021704226338164694,0.0005336412633516395,-0.16516710668960052,-0.16241601605048225,-0.08399599795937947,-0.04034009937429055,-0.0543055524184869,0.050928686183597534,0.05731196693008695,0.023934127663473415,0.11370659354101853,0.15818245997448602,-0.13767457576798459,-0.15684230027859658,-0.157369220688311,-0.08869802068999665,-0.1558337040409446,-0.22308969274451804,-0.06740852618736798,-0.2458875670768292,0.10458146086036055,-0.0658636111889694,-0.13063549058311202,-0.013174576255849748,-0.19948277901464054,0.17460593118226797,-0.04498270786408093,0.2121038455760691,0.13199666516850242,0.2835665216898218,-0.09785609399199754
coffee_status,0.14005661404717207,0.12817649236389597,-0.030243528577252633,,-0.1618895801991916,0.08351183833224635,-0.027665421454715823,0.03927690541940734,-0.06360059468106419,0.15968612212688243,0.1803159226997791,0.09812930482336199,0.1620712011662522,0.04718380866951241,0.1237041077247982,0.1869599948411981,0.21333836934415437,-0.1237117301707083,1.0,0.0391176928586118,0.001549580558863841,0.050389434103938834,-0.07807818664916434,-0.08991792315420463,-0.07283462130617468,-0.11412013146579413,0.05710465579668327,0.2347404036681708,-0.07188309171264248,-0.08952890682097275,0.12215215410265048,0.1092103004070304,-0.2757722968541803,-0.01147164435450309,-0.059653882153964194,-0.02341642706361675,0.018250387974055572,-0.02139410108597453,-0.051494591229667576,0.049923728594461994,-0.2469834414379732,-0.16519446088068568,-0.07125771137964357,0.047768090770843104,-0.07110137546136629,-0.034785413300489405,-0.055660687686800346,0.04574303481448826,-0.05952173120442883,-0.04573588902146816,0.05565823608337055,-0.01674962768783044,0.06039995594428677,0.24557922048014538,-0.014711828038978114,0.06690400369909995,0.054432822851053934,0.049690254479876,-0.08323850654606257,-0.10803012444184062,-0.114496032566427,-0.0538653217091018,-0.009114389857015187,-0.02697446373450542,0.23583757856398038,0.002501822357533597,0.0005205531953953469,0.06110320471389347,0.04847838531402094,0.079352583208909,0.03908811035675058,-0.037937656964058555,-0.1467705967721449,-0.266770428923593,0.0953882151852287,-0.01768544240275091,-0.10797042365174207,-0.17305690680236577,-0.3316490099512664,-0.1269732651497898,-0.059158182704411755,-0.11266769345180948,-0.11551905518538694,-0.015625678535276154,0.04381461819859105
dementia_history_parents,0.028893944780692033,-0.1717091421096426,-0.08418733329609092,,0.016693944371770755,0.03107850014590147,0.13930396406992301,0.06269112727194201,-0.052989676392566194,-0.06262634346245209,-0.018268634521752602,0.08314980838715667,0.2839269899782861,0.07113740322085213,0.08008566291939416,0.1375059777169484,0.02798315506504543,-0.03919590859941545,0.0391176928586118,1.0,-0.16606923374803198,-0.04441770596796227,-0.028368480116484678,0.0014320657491986282,0.09103752553083021,0.07162980345818312,-0.09420883124179698,0.07050130575450116,-0.0928156287281385,0.037699690351477924,-0.05242301707839694,-0.02447404510123838,-0.2685779376082883,-0.18584721876444169,-0.12988658811092443,0.01917401406814447,0.02825540826436262,0.09389075125230381,-0.010994610675025444,0.07035360287784567,0.14221625038005303,-0.008715982332885511,0.2134967696159366,0.10423130258061138,0.08600611791778077,0.04745473944614873,0.16806659383642325,0.06094583553358291,-0.05168105754228108,0.049826483315443995,0.044131421727968224,0.028065698908262156,-0.18793051235021158,0.012523144744475526,-0.11284702250063793,-0.03544074873584516,-0.08839155900777362,-0.07915013879185817,-0.1670155082158919,-0.18428372330697698,-0.200440373156985,-0.0006762530829148203,-0.04270718756295283,-0.07164051310731874,0.015482583429738447,0.032815900536855264,0.02344028351498216,0.05029677049027642,0.06253286019335456,-0.1254494045923089,0.04421167799314055,-0.12097496925974059,0.032124233251059835,-0.08476773550292525,-0.1123851070976407,0.10259180677859817,-0.014763169309928038,0.0890293982909706,-0.0064457171194162236,0.004589090518493312,0.1849996945482356,-0.07974323166849036,-0.03893767474471235,-0.13742733173456048,-0.10063805517501079
BDI,0.11235712051643093,-0.13127858483563443,-0.025289941574360854,,-0.026170917346673962,-0.06513916924149656,-0.05601145680719964,-0.026621604784827734,0.0730969982639585,-0.10343934151784569,0.05865999468267819,0.144571189079586,-0.021923252682278127,-0.029676631701576032,0.09010062799026775,-0.06334528222911338,0.06483766866011521,0.1840442846995442,0.001549580558863841,-0.16606923374803198,1.0,-0.5131848606954243,-0.15162419731728266,0.08365869919814672,0.6489798716628892,-0.3960331531760423,-0.027350406560059992,-0.23643532300991213,-0.29931693800143844,0.2917459559212087,-0.22509960551564673,-0.1394717610674615,-0.057518874765779875,-0.07836561586681255,-0.04741328200410136,0.08436180780998724,-0.29733862212852114,-0.29710817067355194,0.071766022559839,0.2930222295444826,-0.07744369940844562,0.15531735968470875,0.38931860615479896,0.6277527938838258,-0.14975952263252562,-0.030368995387103307,-0.14670206907600106,-0.0746446506735362,-0.1972104019296174,-0.1977299226951514,-0.28719127853937504,-0.20070449229237963,0.10546783078762836,0.07757084192410556,0.18824285049077571,-0.12551218671065387,0.2142826418845486,-0.090426141968766,-0.20894167229020574,-0.11783075397309005,-0.10261174561074092,0.1861751422581991,0.1410018488412762,-0.06138617990211688,0.07265446446872545,0.08196382300991253,-0.11086738930680282,-0.1340173379870083,-0.12873814827701133,-0.10337855878370153,-0.06085564528561499,-0.024946938585660612,0.08381898355047988,-0.1231145518759248,-0.07534895944819962,0.04935329777514223,0.03554320433237654,0.10309413980921628,-0.0738521209815265,0.16557561176532543,0.04875508718066714,0.15993276653220428,0.1317931250069432,0.11716154425509352,0.04161771207980713
SES,0.06387701652011746,0.03332367803484633,0.19010888958443467,,0.1425873071815281,0.17575275744022695,0.1596101652578247,0.0782518853026758,0.020874730511367044,0.07292893082563147,0.030729176973358613,0.10516685354352749,-0.15214765070409947,0.039802036081238855,0.051989519253597995,-0.006764173973978003,0.13824584486931427,-0.06051497653275232,0.050389434103938834,-0.04441770596796227,-0.5131848606954243,1.0,0.07587280404507318,-0.12060700553489141,-0.6522966499704598,0.422536617675054,0.16151414037233416,0.2855127527762574,0.3585736466643744,-0.1370137461263554,0.21375093199877115,0.19195215095430218,0.08949217069182401,0.0915329539093051,-0.052687596026937816,0.032170330233751605,0.2487427149195616,0.104147644922487,0.0700508872607877,-0.32832554695702526,0.09006502372202833,-0.01284943151430208,-0.39194033067988227,-0.5473430799947716,0.07934815432431512,0.0053171641278347975,0.030223285724240163,0.01280017688399313,0.11598663129823603,0.1001723332299394,0.14342566767820106,0.09139832967328473,-0.08304173814818971,0.008408028128744584,0.019511506089308555,0.09317377584230688,-0.06684082873689774,-0.01536947499553918,0.07087058711058547,0.0366125165607735,0.045641747984281555,-0.03914250075419326,-0.05181648430727765,-0.007217986786993148,0.06730445515337109,-0.011026117555146599,0.06490734208504406,0.11960061025556361,0.11412069731675774,0.031045532967909448,-0.061100818787068405,-0.05609629779893373,-0.04347266812445303,0.0005166734192062282,0.09572487856346086,-0.0800762858690371,-0.04182410101879484,-0.05076457770295123,-0.0030783080867696155,0.01171347673072192,-0.04726278389256148,0.0345582726601938,0.00879281431901405,0.08340463591244134,0.22991144874113678
RPM,-0.032233297932419795,0.07964172810928884,-0.12302919337821604,,-0.10801326236535376,-0.2653192544900645,-0.04417026325555353,0.05854374870098723,0.1973271041036199,-0.060305951106258054,-0.10081827509060183,0.05045473083749259,0.13530074148029422,-0.053483154363283894,-0.12394889082861499,0.12428139890878315,-0.05887517482761211,-0.1281237521271463,-0.07807818664916434,-0.028368480116484678,-0.15162419731728266,0.07587280404507318,1.0,0.05452866452684926,-0.08720716872804345,0.05121955642364143,0.021806728004605,0.177246819364052,0.059502898673883954,0.042696250310547135,-0.19672451029011795,0.087209698838448,-0.09397529262616504,-0.1878473869728425,-0.10549456399851602,0.00015022412397686658,-0.01312182561387392,0.04641845804560577,-0.15784822402140283,-0.24853000092561747,-0.06773653966773244,-0.028364741779550555,-0.05749054840919075,-0.04188258444867692,0.39073066261281286,0.47138242387876894,0.2357735892378442,0.21043164434101747,0.31966096481373407,0.4114144697880884,0.3352639726954878,0.34949803795622486,-0.24295383621762429,0.02424372064776418,-0.061183697452812096,0.30717647437203155,-0.2795224295977426,0.032198038757655104,-0.04354114548177196,-0.04892089505913833,0.03812710991050975,0.16493765835997576,0.023632442642483518,-0.22624408318927097,0.060278328824549976,0.19754057341011336,-0.1710020344107374,-0.1439388831859626,-0.15417046356416653,0.02501440237748166,0.05384759768341436,-0.06214833881822198,0.004932486842127994,0.09421572331695999,-0.004336962586049032,0.014313199575769871,-0.06341500735037577,0.004428524622802341,0.05853811496101886,-0.1735795176525998,0.004873539878948548,-0.19332503311808752,-0.17366660117608212,-0.09925929692305069,-0.21498374153087976
EHI,0.1517215659880312,-0.019274278728805813,0.070724631147286,,0.06430757705130158,0.05547471428280042,0.00790725414644648,0.13007051385064292,-0.1119631492717616,0.08929981836240809,0.041778592207599545,0.21234066636398743,0.051420044988369704,-0.06639522812685532,0.11741508307521832,0.010861710232768317,-0.010760871430266505,0.08942471504697519,-0.08991792315420463,0.0014320657491986282,0.08365869919814672,-0.12060700553489141,0.05452866452684926,1.0,0.10138610796057643,-0.04247842846683695,0.03198927593485893,0.06454124478402291,-0.04745224154611639,0.04487952010617393,-0.09576701593082677,0.014473839150473245,-0.00591970516459246,-0.045457475305248754,-0.17829366657155205,0.16771531949265095,0.11318447523917109,0.12968239098377174,0.0438283875211932,-0.04057117583778374,-0.02379784423339053,0.11061915753106336,-0.03692599349273179,0.09446077297136261,0.0217170278077568,-0.07024216936518282,0.010701461979062585,0.08768846774868999,0.010034770484836125,0.08448372173175026,0.03266130239005677,0.023698510026986166,-0.0919175759487737,-0.09454491976698859,0.029013233354537055,0.003723524448342505,-0.06451143404644587,-0.08454373109455574,-0.06937037831393095,-0.007198371462857038,-0.03313932024753818,0.11788086140105697,0.16305723000280542,0.06699530633593756,-0.04963444651498579,0.005860730601987282,-0.10405659530132867,-0.0945731334628681,-0.0773071450410476,-0.1104901142037951,-0.021812736929951042,-0.011814268238235412,0.029709937955100567,-0.15480602321838985,-0.05702407944163422,0.019846538564708898,0.10165721669016455,0.08657298860980198,-0.0682198666650603,-0.03464309035863146,0.04443555666669353,-0.05850528886364129,-0.0046008214866588,-0.17154924786552364,0.16283699852268485
NEO_NEU,-0.06705642693125742,-0.044136167624486036,-0.06152423476418419,,-0.0040584981723665045,-0.14448135906949372,-0.025725238197702976,-0.14005263333538046,0.05869337894763744,-0.0846685341762263,-0.014699073009715137,-0.06410287175646207,0.019730462015587164,-0.045287079673918686,-0.020206853317930498,0.036807851434063954,0.019809404517498325,0.12299773794902404,-0.07283462130617468,0.09103752553083021,0.6489798716628892,-0.6522966499704598,-0.08720716872804345,0.10138610796057643,1.0,-0.4772369978137444,-0.053661366957178255,-0.23199527840315745,-0.4545374657563054,0.13364525165869914,-0.2738311882941785,-0.24871923512374225,-0.2115405473617419,-0.271341258835386,-0.04131779948304934,0.11046660616449888,-0.2695655336977759,-0.14298580186912502,0.09817287001537696,0.39866159932036627,0.06485411491343089,0.07015887046208524,0.561791240940539,0.6620787877684287,-0.03552666709388563,0.03248369057560634,0.03942643018298153,0.016410125827940946,-0.1078317688911138,-0.13356824196104297,-0.1265180820293719,-0.11018630628731813,-0.05933482896564692,0.013331140497038896,-0.007150472291809971,-0.1210163731965089,0.0984346198477912,-0.10414242884602185,-0.1830075484334398,-0.1291898106685987,-0.11463301850282419,0.13221765364043445,0.09712025393643639,-0.06889409843963898,-0.05281066159311227,0.06821580385443082,-0.1465665442053697,-0.1658660255540105,-0.16080114427776224,-0.10462616723051942,-0.0543006573463223,-0.046146720112989155,0.008207748945705333,-0.19366464983642134,-0.02505648555302119,0.023945670228449602,0.012871445927091213,0.03550596896083625,-0.15056080423038898,0.13086163480615648,0.09484428969430081,0.10059148490724076,0.14216423660485822,-0.10121350272997563,-0.2277880730486974
NEO_EXT,-0.014630687525447536,0.09786602671976383,-0.04232711824248549,,0.035255290189799934,-0.04564792341113198,0.18684406601475423,-0.03466921134741912,0.0741083587517885,-0.02914100393889289,0.09843457985361119,-0.027652877721660352,0.11576223750594344,0.015425429040802841,-0.14065918231053004,-0.10887124443465167,0.0862032189998329,-0.08957060235152374,-0.11412013146579413,0.07162980345818312,-0.3960331531760423,0.422536617675054,0.05121955642364143,-0.04247842846683695,-0.4772369978137444,1.0,0.12117822869150228,0.32499803110335945,0.29335511629624234,0.0006080266544324193,0.23998335215369532,0.2004794270213045,0.168606501740256,0.05749636129972507,0.08891043444828153,-0.043795712675013566,0.16868219562561743,0.23606192674988613,0.14597357633713454,-0.050273667631937094,0.2529789417223951,0.05031703702356056,-0.3198974807779336,-0.32805007077062753,0.18579866747784343,0.16226121465175805,0.08630357522354855,-0.04152525179509326,0.23857556002364427,0.2435950618382855,0.25991554342185946,0.265707048469422,-0.04801454312867805,-0.12562237111881844,-0.1500701956634611,0.25484153034521445,-0.23846526948345192,0.010591221957883578,0.07812910961206813,0.05880258762859485,0.12001213600176781,0.09576981452974764,-0.025115897256281935,-0.12849989410589902,0.12971276249336658,-0.0313550521283091,0.06965084497532159,0.08094947708955143,0.08024482654208917,0.0007037146833061717,-0.01307247390093887,-0.04214564727226582,0.15025101425382972,0.12115033489766566,-0.02054831255214072,-0.002222232509538809,-0.07917285644410066,0.15578242754102814,0.12062128299786203,0.21812993505274753,0.17865325668368798,0.15824976745145813,0.19633189706663495,-0.07861060943748156,0.17837516272652287
