file_name,initial_shape,initial_dtype,initial_voxel_size,initial_total_voxels,initial_file_size_MB,final_shape,final_dtype,final_voxel_size,final_total_voxels,final_file_size_MB
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2014\ses-322\anat\sub-M2014_ses-322_acq-spc3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.9999964), np.float32(1.0), np.float32(1.0))",10485760,0.015583992004394531,"(160, 256, 256)",float64,"(np.float32(0.9999964), np.float32(1.0), np.float32(1.0))",10485760,0.015583992004394531
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2015\ses-409\anat\sub-M2015_ses-409_acq-tse3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000037), np.float32(1.0), np.float32(1.0))",10485760,0.0143585205078125,"(160, 256, 256)",float64,"(np.float32(1.0000037), np.float32(1.0), np.float32(1.0))",10485760,0.0143585205078125
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2016\ses-2721\anat\sub-M2016_ses-2721_acq-tse3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000036), np.float32(0.99999994), np.float32(1.0))",10485760,0.03481864929199219,"(160, 256, 256)",float64,"(np.float32(1.0000036), np.float32(0.99999994), np.float32(1.0))",10485760,0.03481864929199219
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2017\ses-1141\anat\sub-M2017_ses-1141_acq-tse3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000012), np.float32(1.0), np.float32(1.0))",10485760,0.027500152587890625,"(160, 256, 256)",float64,"(np.float32(1.0000012), np.float32(1.0), np.float32(1.0))",10485760,0.027500152587890625
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2018\ses-341\anat\sub-M2018_ses-341_acq-spc3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.99999994), np.float32(1.0), np.float32(1.0))",10485760,0.016439437866210938,"(160, 256, 256)",float64,"(np.float32(0.99999994), np.float32(1.0), np.float32(1.0))",10485760,0.016439437866210938
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2020\ses-534\anat\sub-M2020_ses-534_acq-spc3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000033), np.float32(1.0), np.float32(1.0))",10485760,0.018881797790527344,"(160, 256, 256)",float64,"(np.float32(1.0000033), np.float32(1.0), np.float32(1.0))",10485760,0.018881797790527344
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2021\ses-1076\anat\sub-M2021_ses-1076_acq-spc3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.9999989), np.float32(1.0), np.float32(1.0))",10485760,0.012926101684570312,"(160, 256, 256)",float64,"(np.float32(0.9999989), np.float32(1.0), np.float32(1.0))",10485760,0.012926101684570312
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2022\ses-1025\anat\sub-M2022_ses-1025_acq-spc3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000038), np.float32(1.0), np.float32(1.0))",10485760,0.013456344604492188,"(160, 256, 256)",float64,"(np.float32(1.0000038), np.float32(1.0), np.float32(1.0))",10485760,0.013456344604492188
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2023\ses-465\anat\sub-M2023_ses-465_acq-spc3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.9999945), np.float32(1.0), np.float32(1.0))",10485760,0.023695945739746094,"(160, 256, 256)",float64,"(np.float32(0.9999945), np.float32(1.0), np.float32(1.0))",10485760,0.023695945739746094
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2024\ses-291\anat\sub-M2024_ses-291_acq-spc3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.99999577), np.float32(0.99999994), np.float32(1.0))",10485760,0.018982887268066406,"(160, 256, 256)",float64,"(np.float32(0.99999577), np.float32(0.99999994), np.float32(1.0))",10485760,0.018982887268066406
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2025\ses-892\anat\sub-M2025_ses-892_acq-spc3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000015), np.float32(1.0), np.float32(1.0))",10485760,0.02322673797607422,"(160, 256, 256)",float64,"(np.float32(1.0000015), np.float32(1.0), np.float32(1.0))",10485760,0.02322673797607422
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2026\ses-3098\anat\sub-M2026_ses-3098_acq-spc3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.9999923), np.float32(1.0), np.float32(1.0))",10485760,0.011362075805664062,"(160, 256, 256)",float64,"(np.float32(0.9999923), np.float32(1.0), np.float32(1.0))",10485760,0.011362075805664062
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2027\ses-175\anat\sub-M2027_ses-175_acq-spc3_run-10_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000027), np.float32(1.0), np.float32(1.0))",10485760,0.017965316772460938,"(160, 256, 256)",float64,"(np.float32(1.0000027), np.float32(1.0), np.float32(1.0))",10485760,0.017965316772460938
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2029\ses-180\anat\sub-M2029_ses-180_acq-spc3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000048), np.float32(1.0), np.float32(1.0))",10485760,0.02563953399658203,"(160, 256, 256)",float64,"(np.float32(1.0000048), np.float32(1.0), np.float32(1.0))",10485760,0.02563953399658203
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2030\ses-1455\anat\sub-M2030_ses-1455_acq-spc3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.99999946), np.float32(1.0), np.float32(1.0))",10485760,0.026948928833007812,"(160, 256, 256)",float64,"(np.float32(0.99999946), np.float32(1.0), np.float32(1.0))",10485760,0.026948928833007812
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2031\ses-186\anat\sub-M2031_ses-186_acq-spc3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000011), np.float32(1.0), np.float32(1.0))",10485760,0.02512645721435547,"(160, 256, 256)",float64,"(np.float32(1.0000011), np.float32(1.0), np.float32(1.0))",10485760,0.02512645721435547
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2032\ses-251\anat\sub-M2032_ses-251_acq-spc3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000049), np.float32(1.0), np.float32(1.0))",10485760,0.023321151733398438,"(160, 256, 256)",float64,"(np.float32(1.0000049), np.float32(1.0), np.float32(1.0))",10485760,0.023321151733398438
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2034\ses-1568\anat\sub-M2034_ses-1568_acq-spc3_run-2_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.99999994), np.float32(1.0), np.float32(1.0))",10485760,0.04004859924316406,"(160, 256, 256)",float64,"(np.float32(0.99999994), np.float32(1.0), np.float32(1.0))",10485760,0.04004859924316406
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2035\ses-4295\anat\sub-M2035_ses-4295_acq-spc3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.99999994), np.float32(1.0), np.float32(1.0))",10485760,0.0281982421875,"(160, 256, 256)",float64,"(np.float32(0.99999994), np.float32(1.0), np.float32(1.0))",10485760,0.0281982421875
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2036\ses-695\anat\sub-M2036_ses-695_acq-spc3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.9999987), np.float32(1.0), np.float32(1.0))",10485760,0.023194313049316406,"(160, 256, 256)",float64,"(np.float32(0.9999987), np.float32(1.0), np.float32(1.0))",10485760,0.023194313049316406
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2037\ses-275\anat\sub-M2037_ses-275_acq-spc3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.9999975), np.float32(1.0), np.float32(1.0))",10485760,0.015081405639648438,"(160, 256, 256)",float64,"(np.float32(0.9999975), np.float32(1.0), np.float32(1.0))",10485760,0.015081405639648438
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2040\ses-212\anat\sub-M2040_ses-212_acq-spc3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000002), np.float32(1.0), np.float32(1.0))",10485760,0.025969505310058594,"(160, 256, 256)",float64,"(np.float32(1.0000002), np.float32(1.0), np.float32(1.0))",10485760,0.025969505310058594
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2041\ses-873\anat\sub-M2041_ses-873_acq-spc3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.9999974), np.float32(1.0), np.float32(1.0))",10485760,0.02395343780517578,"(160, 256, 256)",float64,"(np.float32(0.9999974), np.float32(1.0), np.float32(1.0))",10485760,0.02395343780517578
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2042\ses-1953\anat\sub-M2042_ses-1953_acq-spc3_run-8_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000017), np.float32(1.0), np.float32(1.0))",10485760,0.02754497528076172,"(160, 256, 256)",float64,"(np.float32(1.0000017), np.float32(1.0), np.float32(1.0))",10485760,0.02754497528076172
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2043\ses-183\anat\sub-M2043_ses-183_acq-spc3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.9999981), np.float32(1.0), np.float32(1.0))",10485760,0.011355400085449219,"(160, 256, 256)",float64,"(np.float32(0.9999981), np.float32(1.0), np.float32(1.0))",10485760,0.011355400085449219
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2044\ses-2150\anat\sub-M2044_ses-2150_acq-spc3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.9999929), np.float32(1.0), np.float32(1.0))",10485760,0.025632858276367188,"(160, 256, 256)",float64,"(np.float32(0.9999929), np.float32(1.0), np.float32(1.0))",10485760,0.025632858276367188
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2045\ses-381\anat\sub-M2045_ses-381_acq-spc3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000072), np.float32(1.0), np.float32(1.0))",10485760,0.0347442626953125,"(160, 256, 256)",float64,"(np.float32(1.0000072), np.float32(1.0), np.float32(1.0))",10485760,0.0347442626953125
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2046\ses-2499\anat\sub-M2046_ses-2499_acq-spc3_run-7_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0), np.float32(1.0), np.float32(1.0))",10485760,0.02515125274658203,"(160, 256, 256)",float64,"(np.float32(1.0), np.float32(1.0), np.float32(1.0))",10485760,0.02515125274658203
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2047\ses-553\anat\sub-M2047_ses-553_acq-spc3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000058), np.float32(1.0), np.float32(1.0))",10485760,0.017212867736816406,"(160, 256, 256)",float64,"(np.float32(1.0000058), np.float32(1.0), np.float32(1.0))",10485760,0.017212867736816406
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2048\ses-215\anat\sub-M2048_ses-215_acq-spc3_run-2_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.9999977), np.float32(1.0), np.float32(1.0))",10485760,0.019194602966308594,"(160, 256, 256)",float64,"(np.float32(0.9999977), np.float32(1.0), np.float32(1.0))",10485760,0.019194602966308594
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2049\ses-825\anat\sub-M2049_ses-825_acq-spc3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.99999946), np.float32(1.0), np.float32(1.0))",10485760,0.012714385986328125,"(160, 256, 256)",float64,"(np.float32(0.99999946), np.float32(1.0), np.float32(1.0))",10485760,0.012714385986328125
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2050\ses-208\anat\sub-M2050_ses-208_acq-spc3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000019), np.float32(1.0), np.float32(1.0))",10485760,0.01381683349609375,"(160, 256, 256)",float64,"(np.float32(1.0000019), np.float32(1.0), np.float32(1.0))",10485760,0.01381683349609375
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2051\ses-284\anat\sub-M2051_ses-284_acq-spc3_run-5_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.99999887), np.float32(0.99999994), np.float32(1.0))",10485760,0.024770736694335938,"(160, 256, 256)",float64,"(np.float32(0.99999887), np.float32(0.99999994), np.float32(1.0))",10485760,0.024770736694335938
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2052\ses-3710\anat\sub-M2052_ses-3710_acq-spc3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000013), np.float32(1.0), np.float32(1.0))",10485760,0.028067588806152344,"(160, 256, 256)",float64,"(np.float32(1.0000013), np.float32(1.0), np.float32(1.0))",10485760,0.028067588806152344
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2054\ses-1598\anat\sub-M2054_ses-1598_acq-spc3_run-5_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.000001), np.float32(1.0), np.float32(1.0))",10485760,0.022745132446289062,"(160, 256, 256)",float64,"(np.float32(1.000001), np.float32(1.0), np.float32(1.0))",10485760,0.022745132446289062
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2055\ses-1469\anat\sub-M2055_ses-1469_acq-spc3_run-5_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.99999994), np.float32(1.0), np.float32(1.0))",10485760,0.015561103820800781,"(160, 256, 256)",float64,"(np.float32(0.99999994), np.float32(1.0), np.float32(1.0))",10485760,0.015561103820800781
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2057\ses-520\anat\sub-M2057_ses-520_acq-spc3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.999996), np.float32(1.0), np.float32(0.99999994))",10485760,0.02274322509765625,"(160, 256, 256)",float64,"(np.float32(0.999996), np.float32(1.0), np.float32(0.99999994))",10485760,0.02274322509765625
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2058\ses-3471\anat\sub-M2058_ses-3471_acq-spc3_run-5_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.9999971), np.float32(1.0), np.float32(1.0))",10485760,0.020017623901367188,"(160, 256, 256)",float64,"(np.float32(0.9999971), np.float32(1.0), np.float32(1.0))",10485760,0.020017623901367188
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2059\ses-1239\anat\sub-M2059_ses-1239_acq-spc3_run-5_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000014), np.float32(1.0), np.float32(1.0))",10485760,0.01953601837158203,"(160, 256, 256)",float64,"(np.float32(1.0000014), np.float32(1.0), np.float32(1.0))",10485760,0.01953601837158203
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2060\ses-220\anat\sub-M2060_ses-220_acq-spc3_run-8_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.9999979), np.float32(1.0), np.float32(1.0))",10485760,0.018829345703125,"(160, 256, 256)",float64,"(np.float32(0.9999979), np.float32(1.0), np.float32(1.0))",10485760,0.018829345703125
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2061\ses-252\anat\sub-M2061_ses-252_acq-spc3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.99999195), np.float32(1.0), np.float32(1.0))",10485760,0.018978118896484375,"(160, 256, 256)",float64,"(np.float32(0.99999195), np.float32(1.0), np.float32(1.0))",10485760,0.018978118896484375
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2066\ses-325\anat\sub-M2066_ses-325_acq-spc3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000014), np.float32(1.0), np.float32(1.0))",10485760,0.02080249786376953,"(160, 256, 256)",float64,"(np.float32(1.0000014), np.float32(1.0), np.float32(1.0))",10485760,0.02080249786376953
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2069\ses-5818\anat\sub-M2069_ses-5818_acq-spc3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000068), np.float32(1.0), np.float32(1.0))",10485760,0.012981414794921875,"(160, 256, 256)",float64,"(np.float32(1.0000068), np.float32(1.0), np.float32(1.0))",10485760,0.012981414794921875
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2071\ses-1660\anat\sub-M2071_ses-1660_acq-spc3_run-5_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0), np.float32(1.0), np.float32(1.0))",10485760,0.02170085906982422,"(160, 256, 256)",float64,"(np.float32(1.0), np.float32(1.0), np.float32(1.0))",10485760,0.02170085906982422
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2072\ses-715\anat\sub-M2072_ses-715_acq-spc3_run-5_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000001), np.float32(1.0), np.float32(1.0))",10485760,0.02393627166748047,"(160, 256, 256)",float64,"(np.float32(1.0000001), np.float32(1.0), np.float32(1.0))",10485760,0.02393627166748047
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2073\ses-562\anat\sub-M2073_ses-562_acq-spc3_run-5_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.99999696), np.float32(1.0), np.float32(1.0))",10485760,0.012990951538085938,"(160, 256, 256)",float64,"(np.float32(0.99999696), np.float32(1.0), np.float32(1.0))",10485760,0.012990951538085938
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2074\ses-2183\anat\sub-M2074_ses-2183_acq-spc3_run-5_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.99999684), np.float32(1.0), np.float32(1.0))",10485760,0.026224136352539062,"(160, 256, 256)",float64,"(np.float32(0.99999684), np.float32(1.0), np.float32(1.0))",10485760,0.026224136352539062
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2075\ses-529\anat\sub-M2075_ses-529_acq-spc3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000048), np.float32(1.0), np.float32(1.0))",10485760,0.013881683349609375,"(160, 256, 256)",float64,"(np.float32(1.0000048), np.float32(1.0), np.float32(1.0))",10485760,0.013881683349609375
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2076\ses-236\anat\sub-M2076_ses-236_acq-spc3_run-5_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0), np.float32(1.0), np.float32(1.0))",10485760,0.017595291137695312,"(160, 256, 256)",float64,"(np.float32(1.0), np.float32(1.0), np.float32(1.0))",10485760,0.017595291137695312
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2077\ses-250\anat\sub-M2077_ses-250_acq-spc3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.99999785), np.float32(1.0), np.float32(1.0))",10485760,0.016246795654296875,"(160, 256, 256)",float64,"(np.float32(0.99999785), np.float32(1.0), np.float32(1.0))",10485760,0.016246795654296875
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2078\ses-1970\anat\sub-M2078_ses-1970_acq-spc3_run-13_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.99999994), np.float32(1.0), np.float32(1.0))",10485760,0.015489578247070312,"(160, 256, 256)",float64,"(np.float32(0.99999994), np.float32(1.0), np.float32(1.0))",10485760,0.015489578247070312
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2079\ses-217\anat\sub-M2079_ses-217_acq-spc3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.999998), np.float32(1.0), np.float32(1.0))",10485760,0.026038169860839844,"(160, 256, 256)",float64,"(np.float32(0.999998), np.float32(1.0), np.float32(1.0))",10485760,0.026038169860839844
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2082\ses-772\anat\sub-M2082_ses-772_acq-spc3_run-5_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.9999961), np.float32(1.0), np.float32(1.0))",10485760,0.011420249938964844,"(160, 256, 256)",float64,"(np.float32(0.9999961), np.float32(1.0), np.float32(1.0))",10485760,0.011420249938964844
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2083\ses-198\anat\sub-M2083_ses-198_acq-spc3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000004), np.float32(1.0), np.float32(1.0))",10485760,0.018019676208496094,"(160, 256, 256)",float64,"(np.float32(1.0000004), np.float32(1.0), np.float32(1.0))",10485760,0.018019676208496094
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2084\ses-222\anat\sub-M2084_ses-222_acq-spc3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.99999833), np.float32(1.0), np.float32(1.0))",10485760,0.015748023986816406,"(160, 256, 256)",float64,"(np.float32(0.99999833), np.float32(1.0), np.float32(1.0))",10485760,0.015748023986816406
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2086\ses-3021\anat\sub-M2086_ses-3021_acq-spc3_run-4_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000019), np.float32(1.0), np.float32(1.0))",10485760,0.022125244140625,"(160, 256, 256)",float64,"(np.float32(1.0000019), np.float32(1.0), np.float32(1.0))",10485760,0.022125244140625
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2087\ses-6127\anat\sub-M2087_ses-6127_acq-spc3_run-7_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(1.0000056), np.float32(1.0), np.float32(1.0))",10485760,0.029005050659179688,"(160, 256, 256)",float64,"(np.float32(1.0000056), np.float32(1.0), np.float32(1.0))",10485760,0.029005050659179688
D:/aphasia_dataset\derivatives\lesion_masks\sub-M2088\ses-604\anat\sub-M2088_ses-604_acq-spc3_run-3_T2w_desc-lesion_mask.nii.gz,"(160, 256, 256)",float64,"(np.float32(0.9999988), np.float32(1.0), np.float32(1.0))",10485760,0.018693923950195312,"(160, 256, 256)",float64,"(np.float32(0.9999988), np.float32(1.0), np.float32(1.0))",10485760,0.018693923950195312
