file_name,initial_shape,initial_dtype,initial_voxel_size,initial_total_voxels,initial_file_size_MB,final_shape,final_dtype,final_voxel_size,final_total_voxels,final_file_size_MB
D:/alzheimerDataset\sub-02\func\sub-02_task-sternberg_dir-AP_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,477.8393793106079,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3828868865966797
D:/alzheimerDataset\sub-02\func\sub-02_task-sternberg_dir-PA_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,472.808144569397,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3756752014160156
D:/alzheimerDataset\sub-03\func\sub-03_task-msit_dir-AP_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,286.84924602508545,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.365610122680664
D:/alzheimerDataset\sub-03\func\sub-03_task-msit_dir-PA_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,283.6384267807007,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3374338150024414
D:/alzheimerDataset\sub-03\func\sub-03_task-rest_dir-AP_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,482.69037342071533,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3594388961791992
D:/alzheimerDataset\sub-03\func\sub-03_task-rest_dir-PA_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,476.98595809936523,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.331557273864746
D:/alzheimerDataset\sub-03\func\sub-03_task-sternberg_dir-AP_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,449.81281185150146,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3594274520874023
D:/alzheimerDataset\sub-03\func\sub-03_task-sternberg_dir-PA_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,445.6236820220947,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3371858596801758
D:/alzheimerDataset\sub-04\func\sub-04_task-msit_dir-AP_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,274.76092624664307,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.2910022735595703
D:/alzheimerDataset\sub-04\func\sub-04_task-msit_dir-PA_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,272.93653297424316,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.292597770690918
D:/alzheimerDataset\sub-04\func\sub-04_task-rest_dir-AP_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,468.44746494293213,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3014888763427734
D:/alzheimerDataset\sub-04\func\sub-04_task-rest_dir-PA_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,465.3216361999512,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.2926883697509766
D:/alzheimerDataset\sub-04\func\sub-04_task-sternberg_dir-AP_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,445.33629989624023,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3306846618652344
D:/alzheimerDataset\sub-04\func\sub-04_task-sternberg_dir-PA_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,440.7808198928833,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3214197158813477
D:/alzheimerDataset\sub-05\func\sub-05_task-msit_dir-AP_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,284.6550512313843,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.305215835571289
D:/alzheimerDataset\sub-05\func\sub-05_task-msit_dir-PA_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,277.4670934677124,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.2906866073608398
D:/alzheimerDataset\sub-05\func\sub-05_task-rest_dir-AP_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,482.40806579589844,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.2998714447021484
D:/alzheimerDataset\sub-05\func\sub-05_task-rest_dir-PA_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,469.9483995437622,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.2949914932250977
D:/alzheimerDataset\sub-05\func\sub-05_task-sternberg_dir-AP_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,444.72242164611816,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.2989082336425781
D:/alzheimerDataset\sub-05\func\sub-05_task-sternberg_dir-PA_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,433.2248754501343,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.2930965423583984
D:/alzheimerDataset\sub-07\func\sub-07_task-msit_dir-AP_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,265.38433933258057,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3010101318359375
D:/alzheimerDataset\sub-07\func\sub-07_task-msit_dir-PA_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,258.45888805389404,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.300455093383789
D:/alzheimerDataset\sub-07\func\sub-07_task-rest_dir-AP_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,451.5957441329956,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3066883087158203
D:/alzheimerDataset\sub-07\func\sub-07_task-rest_dir-PA_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,437.2148971557617,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.2970218658447266
D:/alzheimerDataset\sub-07\func\sub-07_task-sternberg_dir-AP_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,414.73003673553467,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.2975711822509766
D:/alzheimerDataset\sub-07\func\sub-07_task-sternberg_dir-PA_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,404.4599494934082,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.2965669631958008
D:/alzheimerDataset\sub-08\func\sub-08_task-msit_dir-AP_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,310.48975563049316,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3758068084716797
D:/alzheimerDataset\sub-08\func\sub-08_task-msit_dir-PA_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,303.19482040405273,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3515625
D:/alzheimerDataset\sub-08\func\sub-08_task-rest_dir-AP_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,524.2676258087158,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3664016723632812
D:/alzheimerDataset\sub-08\func\sub-08_task-rest_dir-PA_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,512.4523296356201,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3469858169555664
D:/alzheimerDataset\sub-08\func\sub-08_task-sternberg_dir-AP_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,486.3437099456787,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3754510879516602
D:/alzheimerDataset\sub-08\func\sub-08_task-sternberg_dir-PA_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,475.2917757034302,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3393402099609375
D:/alzheimerDataset\sub-09\func\sub-09_task-msit_dir-AP_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,279.7312297821045,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.307302474975586
D:/alzheimerDataset\sub-09\func\sub-09_task-msit_dir-PA_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,276.012806892395,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.2974090576171875
D:/alzheimerDataset\sub-09\func\sub-09_task-rest_dir-AP_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,471.55799770355225,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3095369338989258
D:/alzheimerDataset\sub-09\func\sub-09_task-rest_dir-PA_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,465.7377805709839,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.2890453338623047
D:/alzheimerDataset\sub-09\func\sub-09_task-sternberg_dir-AP_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,436.90133476257324,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3046865463256836
D:/alzheimerDataset\sub-09\func\sub-09_task-sternberg_dir-PA_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,431.22079372406006,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.293045997619629
D:/alzheimerDataset\sub-10\func\sub-10_task-msit_dir-AP_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,269.52585315704346,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.2989702224731445
D:/alzheimerDataset\sub-10\func\sub-10_task-msit_dir-PA_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,264.2320022583008,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.2827863693237305
D:/alzheimerDataset\sub-10\func\sub-10_task-rest_dir-AP_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,454.84894275665283,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.2927913665771484
D:/alzheimerDataset\sub-10\func\sub-10_task-rest_dir-PA_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,445.91224193573,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.276926040649414
D:/alzheimerDataset\sub-10\func\sub-10_task-sternberg_dir-AP_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,421.62950801849365,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.296910285949707
D:/alzheimerDataset\sub-10\func\sub-10_task-sternberg_dir-PA_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,413.89646911621094,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.2824983596801758
D:/alzheimerDataset\sub-11\func\sub-11_task-msit_dir-AP_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,288.2743673324585,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3623046875
D:/alzheimerDataset\sub-11\func\sub-11_task-msit_dir-PA_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,281.73657608032227,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3373079299926758
D:/alzheimerDataset\sub-11\func\sub-11_task-rest_dir-AP_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,488.5267848968506,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3581418991088867
D:/alzheimerDataset\sub-11\func\sub-11_task-rest_dir-PA_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,476.2546720504761,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3402385711669922
D:/alzheimerDataset\sub-11\func\sub-11_task-sternberg_dir-AP_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,450.68905448913574,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3600540161132812
D:/alzheimerDataset\sub-11\func\sub-11_task-sternberg_dir-PA_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,440.81975173950195,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.338033676147461
D:/alzheimerDataset\sub-12\func\sub-12_task-msit_dir-AP_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,272.10920333862305,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3127670288085938
D:/alzheimerDataset\sub-12\func\sub-12_task-msit_dir-PA_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,268.01094150543213,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.297281265258789
D:/alzheimerDataset\sub-12\func\sub-12_task-rest_dir-AP_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,464.07824420928955,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3211898803710938
D:/alzheimerDataset\sub-12\func\sub-12_task-rest_dir-PA_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,453.82834243774414,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.2965049743652344
D:/alzheimerDataset\sub-12\func\sub-12_task-sternberg_dir-AP_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,424.3325386047363,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3077630996704102
D:/alzheimerDataset\sub-12\func\sub-12_task-sternberg_dir-PA_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,417.17051792144775,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.2937803268432617
D:/alzheimerDataset\sub-13\func\sub-13_task-msit_dir-AP_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,294.59965896606445,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3568010330200195
D:/alzheimerDataset\sub-13\func\sub-13_task-msit_dir-PA_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,290.6934633255005,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.338639259338379
D:/alzheimerDataset\sub-13\func\sub-13_task-rest_dir-AP_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,499.5652132034302,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3535442352294922
D:/alzheimerDataset\sub-13\func\sub-13_task-rest_dir-PA_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,492.98232650756836,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3372859954833984
D:/alzheimerDataset\sub-13\func\sub-13_task-sternberg_dir-AP_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,460.6225986480713,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3559083938598633
D:/alzheimerDataset\sub-13\func\sub-13_task-sternberg_dir-PA_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,454.8352470397949,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3299140930175781
D:/alzheimerDataset\sub-14\func\sub-14_task-msit_dir-AP_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,298.6053352355957,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.380885124206543
D:/alzheimerDataset\sub-14\func\sub-14_task-msit_dir-PA_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,296.89740085601807,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.372767448425293
D:/alzheimerDataset\sub-14\func\sub-14_task-rest_dir-AP_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,506.04697036743164,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3759193420410156
D:/alzheimerDataset\sub-14\func\sub-14_task-rest_dir-PA_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,502.4853525161743,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3694820404052734
D:/alzheimerDataset\sub-14\func\sub-14_task-sternberg_dir-AP_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,467.6945858001709,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.379775047302246
D:/alzheimerDataset\sub-14\func\sub-14_task-sternberg_dir-PA_bold.nii.gz,"(108, 108, 72, 515)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",432501120,465.06194496154785,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3717536926269531
D:/alzheimerDataset\sub-15\func\sub-15_task-msit_dir-AP_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,310.1488952636719,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3885860443115234
D:/alzheimerDataset\sub-15\func\sub-15_task-msit_dir-PA_bold.nii.gz,"(108, 108, 72, 330)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",277136640,306.0629196166992,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.374772071838379
D:/alzheimerDataset\sub-15\func\sub-15_task-rest_dir-AP_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,522.5607604980469,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.3867721557617188
D:/alzheimerDataset\sub-15\func\sub-15_task-rest_dir-PA_bold.nii.gz,"(108, 108, 72, 560)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0), np.float32(0.8))",470292480,514.2431831359863,"(108, 108, 72)",float64,"(np.float32(2.0), np.float32(2.0), np.float32(2.0))",839808,1.365530014038086
